Outer Key,Inner Key (Tuple),Value
5750,"(4, 3)","['AU', 6.4481412736903465]"
6000,"(0, 0)","['AL', -0.1971079682705172]"
6000,"(0, 1)","['AL', -0.5850436822844771]"
6000,"(0, 2)","['AL', -0.981776359962939]"
6000,"(0, 3)","['AD', -0.08559071335933437]"
6000,"(0, 4)","['AD', 0.4357076335586392]"
6000,"(1, 0)","['AU', -0.6523116730574309]"
6000,"(1, 1)","['AL', -0.9330405532888307]"
6000,"(1, 2)","['AL', -1.3468041681320868]"
6000,"(1, 3)","['AR', 0.23799689557090162]"
6000,"(1, 4)","['AD', 1.3148197747255501]"
6000,"(2, 0)","['AU', -0.3660100909029568]"
6000,"(2, 4)","['AD', 1.6180921567724935]"
6000,"(3, 0)","['AU', -0.41617919854493235]"
6000,"(3, 1)","['AL', -1.1210929144110497]"
6000,"(3, 3)","['AR', 3.3450414492449783]"
6000,"(3, 4)","['AD', 3.0244799503105835]"
6000,"(4, 0)","['AL', -1.4395921279131194]"
6000,"(4, 1)","['AU', -1.7434242026543298]"
6000,"(4, 2)","['AR', 1.0687028928902147]"
6000,"(4, 3)","['AU', 6.463597837303875]"
6250,"(0, 0)","['AL', -0.2077274574286351]"
6250,"(0, 1)","['AL', -0.603096205010771]"
6250,"(0, 2)","['AL', -1.0204485229360603]"
6250,"(0, 3)","['AD', -0.08996354310367843]"
6250,"(0, 4)","['AD', 0.4532868449200036]"
6250,"(1, 0)","['AU', -0.65997716119947]"
6250,"(1, 1)","['AL', -0.9479865105103112]"
6250,"(1, 2)","['AL', -1.3870443861953723]"
6250,"(1, 3)","['AR', 0.24908353872762484]"
6250,"(1, 4)","['AD', 1.3248576533125547]"
6250,"(2, 0)","['AU', -0.3794406889019385]"
6250,"(2, 4)","['AD', 1.6276128735808872]"
6250,"(3, 0)","['AU', -0.431673026617235]"
6250,"(3, 1)","['AL', -1.1560690670082163]"
6250,"(3, 3)","['AR', 3.4111797358321274]"
6250,"(3, 4)","['AD', 3.034870002128755]"
6250,"(4, 0)","['AL', -1.4885437841542553]"
6250,"(4, 1)","['AU', -1.7843040572046645]"
6250,"(4, 2)","['AR', 1.1059334110082206]"
6250,"(4, 3)","['AU', 6.484224460471304]"
6500,"(0, 0)","['AL', -0.2168762770998175]"
6500,"(0, 1)","['AL', -0.6198351360263445]"
6500,"(0, 2)","['AL', -1.0569441935534845]"
6500,"(0, 3)","['AD', -0.07861335615245653]"
6500,"(0, 4)","['AD', 0.4766684844196455]"
6500,"(1, 0)","['AU', -0.6663381075065656]"
6500,"(1, 1)","['AL', -0.9618663158991001]"
6500,"(1, 2)","['AL', -1.4175084906996018]"
6500,"(1, 3)","['AR', 0.26053194020735626]"
6500,"(1, 4)","['AD', 1.3349586508243272]"
6500,"(2, 0)","['AU', -0.3925129606395379]"
6500,"(2, 4)","['AD', 1.6360239687426357]"
6500,"(3, 0)","['AU', -0.4476473586965409]"
6500,"(3, 1)","['AL', -1.1824619399924714]"
6500,"(3, 3)","['AR', 3.47012077994058]"
6500,"(3, 4)","['AD', 3.04391578244993]"
6500,"(4, 0)","['AL', -1.5299073506143717]"
6500,"(4, 1)","['AU', -1.8184179673461225]"
6500,"(4, 2)","['AR', 1.1523931575608297]"
