Outer Key,Inner Key (Tuple),Value
4500,"(1, 1)","['AD', -0.02569290075509568]"
4500,"(1, 2)","['AL', -0.2619307689067129]"
4500,"(1, 3)","['AD', 0.9250465488798916]"
4500,"(1, 4)","['AD', 1.5406628583703723]"
4500,"(2, 0)","['AD', 0.07593282810441057]"
4500,"(2, 1)","['AD', 0.10432211583134418]"
4500,"(2, 3)","['AR', 2.6657689308879555]"
4500,"(2, 4)","['AD', 2.564281726313312]"
4500,"(3, 0)","['AD', 0.11925830773148947]"
4500,"(3, 1)","['AD', 0.1574169844979351]"
4500,"(3, 3)","['AU', 2.244513624352742]"
4500,"(3, 4)","['AD', 5.410601143242716]"
4500,"(4, 0)","['AR', 0.13531013984976487]"
4500,"(4, 1)","['AR', 0.4961100509852975]"
4500,"(4, 2)","['AL', 0.7797432512994183]"
4500,"(4, 3)","['AL', 0.3312155138737114]"
4750,"(0, 0)","['AD', -0.10363152378027815]"
4750,"(0, 1)","['AL', -0.08904252276977467]"
4750,"(0, 2)","['AD', -0.38308385071924184]"
4750,"(0, 3)","['AD', -0.021879083502690015]"
4750,"(0, 4)","['AD', 0.9710846880112913]"
4750,"(1, 0)","['AD', 0.0001968714201755851]"
4750,"(1, 1)","['AD', -0.02539369018562531]"
4750,"(1, 2)","['AL', -0.2611807304395463]"
4750,"(1, 3)","['AD', 0.9443925610839063]"
4750,"(1, 4)","['AD', 1.5613410245734842]"
4750,"(2, 0)","['AD', 0.07631114161716483]"
4750,"(2, 1)","['AD', 0.10477703569834003]"
4750,"(2, 3)","['AR', 2.6920814914359488]"
4750,"(2, 4)","['AD', 2.574549035964864]"
4750,"(3, 0)","['AD', 0.11981675250899058]"
4750,"(3, 1)","['AD', 0.1577145558126539]"
4750,"(3, 3)","['AU', 2.314988223186701]"
4750,"(3, 4)","['AD', 5.418963012286747]"
4750,"(4, 0)","['AR', 0.13578638923621006]"
4750,"(4, 1)","['AR', 0.49788944469172136]"
4750,"(4, 2)","['AL', 0.7798723120598631]"
4750,"(4, 3)","['AL', 0.34573016749312635]"
5000,"(0, 0)","['AD', -0.10345548725671862]"
5000,"(0, 1)","['AL', -0.08508996827752316]"
5000,"(0, 2)","['AD', -0.40048075510365755]"
5000,"(0, 3)","['AD', 0.0018222463740044201]"
5000,"(0, 4)","['AD', 1.0193669409236954]"
5000,"(1, 0)","['AD', 0.0017114345783708486]"
5000,"(1, 1)","['AD', -0.02511441708549341]"
5000,"(1, 2)","['AL', -0.26105255453923226]"
5000,"(1, 3)","['AD', 0.9674029525293203]"
5000,"(1, 4)","['AD', 1.58602662234614]"
5000,"(2, 0)","['AD', 0.07744251178513221]"
5000,"(2, 1)","['AD', 0.10559280344951034]"
5000,"(2, 3)","['AR', 2.7186209368612047]"
5000,"(2, 4)","['AD', 2.5861064071418687]"
5000,"(3, 0)","['AD', 0.12034451314287847]"
5000,"(3, 1)","['AD', 0.15780816682187854]"
5000,"(3, 3)","['AU', 2.3860926708950396]"
5000,"(3, 4)","['AD', 5.428797591532736]"
5000,"(4, 0)","['AR', 0.13624040079845925]"
5000,"(4, 1)","['AR', 0.4978371047551292]"
5000,"(4, 2)","['AL', 0.7785734247516917]"
5000,"(4, 3)","['AL', 0.36500792666131704]"
5250,"(0, 0)","['AD', -0.10446678690173364]"
5250,"(0, 1)","['AL', -0.08463911105042746]"
5250,"(0, 2)","['AD', -0.4130668344273172]"
5250,"(0, 3)","['AD', 0.03853214897135664]"
5250,"(0, 4)","['AD', 1.0642754420896774]"
5250,"(1, 0)","['AD', 0.0024661810989158764]"
5250,"(1, 1)","['AD', -0.025166328010968072]"
5250,"(1, 2)","['AL', -0.26427204619410793]"
5250,"(1, 3)","['AD', 0.9902073307100698]"
5250,"(1, 4)","['AD', 1.6094656784489287]"
5250,"(2, 0)","['AD', 0.07922405511491319]"
5250,"(2, 1)","['AD', 0.10726387959970837]"
5250,"(2, 3)","['AR', 2.7445563344066604]"
5250,"(2, 4)","['AD', 2.596039907726632]"
5250,"(3, 0)","['AD', 0.12173698422051266]"
5250,"(3, 1)","['AD', 0.15792049866383762]"
5250,"(3, 3)","['AU', 2.455961097850706]"
5250,"(3, 4)","['AD', 5.438220356763908]"
5250,"(4, 0)","['AR', 0.1364186134807428]"
